target_id	length	eff_length	est_counts	tpm
ENSMUST00000054829.12	723	544	1	8.30138
ENSMUST00000201625.3	723	544	1	8.30138
ENSMUST00000201937.3	723	544	1	8.30138
ENSMUST00000017759.8	951	772	1	5.84967
ENSMUST00000108277.2	951	772	1	5.84967
ENSMUST00000163336.7	1878	1699	1.45171	3.85866
ENSMUST00000169722.7	1014	835	1.1218	6.06703
ENSMUST00000168385.7	617	438	0.251501	2.59307
ENSMUST00000168334.7	291	112	1	40.321
ENSMUST00000111994.9	1878	1699	1.45171	3.85866
ENSMUST00000168114.7	319	140	1	32.2568
ENSMUST00000168034.7	395	216	1.72328	36.0289
ENSMUST00000164341.1	298	119	0	0
ENSMUST00000226479.1	309	130	1	34.7381
ENSMUST00000030627.7	1257	1078	1	4.18919
ENSMUST00000047760.9	795	616	1.87149	13.72
ENSMUST00000143040.7	732	553	0	0
ENSMUST00000052727.4	795	616	1.87149	13.72
ENSMUST00000130160.1	633	454	0	0
ENSMUST00000112473.1	777	598	1.25703	9.49277
ENSMUST00000161074.7	498	319	1	14.1566
ENSMUST00000160646.2	261	82.002	1	55.0712
ENSMUST00000019925.6	493	314	1	14.382
ENSMUST00000182640.7	246	67.0317	1	67.3704
ENSMUST00000182673.1	249	70.019	1	64.496
ENSMUST00000182139.1	132	7.19434	0	0
ENSMUST00000044355.9	267	88.0006	1	51.3173
ENSMUST00000052457.14	2148	1969	2	4.58705
ENSMUST00000144041.7	1962	1783	0	0
ENSMUST00000149273.7	868	689	1	6.55435
ENSMUST00000141302.1	1092	913	1	4.94628
ENSMUST00000005073.12	1275	1096	1	4.12039
ENSMUST00000131563.1	411	232	1	19.4653
ENSMUST00000022286.7	528	349	1	12.9397
ENSMUST00000232101.1	357	178	1	25.3705
ENSMUST00000225707.1	108	5.45872	0	0
ENSMUST00000225035.1	114	5.81021	0	0
ENSMUST00000225978.2	168	12.9312	0	0
ENSMUST00000122148.7	7932	7753	1	0.582478
ENSMUST00000118987.1	7932	7753	1	0.582478
ENSMUST00000044985.13	7932	7753	1	0.582478
ENSMUST00000023053.11	5394	5215	1	0.865954
ENSMUST00000110221.9	5385	5206	1	0.867451
ENSMUST00000125416.1	1566	1387	1	3.25591
ENSMUST00000110217.9	5397	5218	1	0.865456
ENSMUST00000111859.7	2412	2233	1	2.02237
ENSMUST00000027760.13	2307	2128	1	2.12216
ENSMUST00000111857.2	2301	2122	1	2.12816
ENSMUST00000149536.2	162	11.5236	0	0
ENSMUST00000209422.1	750	571	1.33333	10.5451
ENSMUST00000211569.1	431	252	0	0
ENSMUST00000210901.1	750	571	1.33333	10.5451
ENSMUST00000211349.1	186	19.0638	1	236.886
ENSMUST00000038423.5	750	571	1.33333	10.5451
ENSMUST00000189109.6	567	388	1	11.639
ENSMUST00000191355.6	331	152	1	29.7102
ENSMUST00000190292.1	669	490	1.31579	12.1266
ENSMUST00000064595.14	3003	2824	1	1.59913
ENSMUST00000101562.10	2877	2698	1	1.67381
ENSMUST00000090834.12	2430	2251	1	2.0062
ENSMUST00000050990.9	2868	2689	1	1.67942
ENSMUST00000111244.4	3138	2959	1.16996	1.78556
ENSMUST00000171794.8	3138	2959	1.16996	1.78556
ENSMUST00000073161.11	3219	3040	3.49404	5.19044
ENSMUST00000202104.3	504	325	1	13.8952
ENSMUST00000202280.3	2829	2650	1.19361	2.03407
ENSMUST00000200944.3	2910	2731	0	0
ENSMUST00000100654.9	2925	2746	1.18559	1.94976
ENSMUST00000111245.8	3081	2902	1.17387	1.82673
ENSMUST00000202829.3	1038	859	1	5.25722
ENSMUST00000074114.11	3006	2827	0	0
ENSMUST00000202554.3	3177	2998	1.16737	1.75844
ENSMUST00000100652.9	3315	3136	2.31768	3.33754
ENSMUST00000100650.9	3234	3055	1.16374	1.72026
ENSMUST00000202321.3	144	8.51793	0	0
ENSMUST00000202165.3	579	400	1.33202	15.0383
ENSMUST00000201495.3	117	6.00353	0	0
ENSMUST00000201441.3	788	609	1.19577	8.86704
ENSMUST00000200798.3	225	46.6066	1	96.8951
ENSMUST00000201526.3	201	27.2129	1	165.949
ENSMUST00000201447.3	581	402	1	11.2337
ENSMUST00000201704.1	753	574	1	7.86751
ENSMUST00000201647.1	298	119	0.436395	16.5608
ENSMUST00000167084.8	2910	2731	0	0
ENSMUST00000106674.7	831	652	1	6.9263
ENSMUST00000020941.10	792	613	1	7.36696
ENSMUST00000143578.1	563	384	1	11.7603
ENSMUST00000122910.2	621	442	1	10.2171
ENSMUST00000213897.1	480	301	1	15.0032
ENSMUST00000215740.1	2832	2653	1	1.7022
ENSMUST00000092610.11	486	307	1	14.7099
ENSMUST00000216172.1	666	487	1	9.273
ENSMUST00000217644.1	534	355	1	12.721
ENSMUST00000217138.1	489	310	1	14.5676
ENSMUST00000215926.1	2685	2506	1	1.80205
ENSMUST00000213836.1	2799	2620	1	1.72364
ENSMUST00000217398.1	360	181	1	24.95
ENSMUST00000215725.1	816	637	1	7.0894
ENSMUST00000068567.4	2832	2653	1	1.7022
ENSMUST00000030311.10	1803	1624	1	2.78076
ENSMUST00000107104.2	1167	988	1	4.5708
ENSMUST00000175658.1	320	141	0.0271382	0.869181
ENSMUST00000019994.13	876	697	1.25357	8.12205
ENSMUST00000161803.1	516	337	1.71929	23.0392
ENSMUST00000210641.1	966	787	0	0
ENSMUST00000089296.2	972	793	2	11.3895
ENSMUST00000030119.9	1008	829	0	0
ENSMUST00000129021.8	147	8.91948	0	0
ENSMUST00000108103.8	723	544	1	8.30138
ENSMUST00000068125.10	1029	850	2	10.6258
ENSMUST00000155710.1	147	8.91948	0	0
ENSMUST00000214986.1	969	790	1	5.71639
ENSMUST00000098170.1	969	790	1	5.71639
ENSMUST00000168807.2	2559	2380	1	1.89746
ENSMUST00000026196.13	1242	1063	1	4.24831
ENSMUST00000133325.7	549	370	1	12.2053
ENSMUST00000067327.10	594	415	1	10.8818
ENSMUST00000003115.8	594	415	1	10.8818
ENSMUST00000204807.1	594	415	1	10.8818
ENSMUST00000006462.13	1308	1129	1	3.99995
ENSMUST00000178235.7	1311	1132	1	3.98935
ENSMUST00000187046.1	524	345	1	13.0897
ENSMUST00000190008.1	277	98.0001	1	46.0811
ENSMUST00000189341.6	1965	1786	1	2.52853
ENSMUST00000047242.8	1878	1699	1	2.658
ENSMUST00000214876.1	960	781	1	5.78227
ENSMUST00000098168.4	960	781	1	5.78227
ENSMUST00000023460.6	471	292	1	15.4656
ENSMUST00000126215.1	498	319	1	14.1566
ENSMUST00000052678.8	7809	7630	1	0.591868
ENSMUST00000178181.2	684	505	1	8.94247
ENSMUST00000155861.7	1968	1789	1	2.52429
ENSMUST00000136107.8	1866	1687	1	2.67691
ENSMUST00000146919.7	1968	1789	1	2.52429
ENSMUST00000139966.7	4194	4015	1	1.12477
ENSMUST00000142395.7	4341	4162	1	1.08504
ENSMUST00000143445.1	1629	1450	1	3.11445
ENSMUST00000153597.2	1455	1276	1	3.53915
ENSMUST00000084026.11	4341	4162	1	1.08504
ENSMUST00000021307.9	714	535	1	8.44103
ENSMUST00000159834.1	318	139	1	32.4888
ENSMUST00000231360.1	2250	2071	1	2.18056
ENSMUST00000023457.12	2250	2071	1	2.18056
ENSMUST00000155515.7	633	454	1	9.94702
ENSMUST00000129900.1	1824	1645	1	2.74526
ENSMUST00000098363.9	1170	991	1	4.55696
ENSMUST00000039234.9	1866	1687	1	2.67691
ENSMUST00000185029.7	1401	1222	1	3.69554
ENSMUST00000184455.7	873	694	1	6.50713
ENSMUST00000184582.1	1749	1570	1	2.8764
ENSMUST00000076463.11	2607	2428	1	1.85995
ENSMUST00000112044.7	2523	2344	1	1.9266
ENSMUST00000112043.7	2607	2428	1	1.85995
ENSMUST00000131430.1	657	478	1	9.44759
ENSMUST00000058383.8	411	232	1	19.4653
ENSMUST00000042118.10	1203	1024	1	4.41011
ENSMUST00000099995.4	1995	1816	1	2.48676
ENSMUST00000168134.9	3726	3547	1	1.27317
ENSMUST00000182958.7	1689	1510	1	2.99069
ENSMUST00000182226.7	3801	3622	1	1.24681
ENSMUST00000182731.1	285	106	1	42.6033
ENSMUST00000072008.10	2208	2029	1	2.2257
ENSMUST00000074679.3	2112	1933	1	2.33624
ENSMUST00000100369.3	1254	1075	1	4.20088
ENSMUST00000099994.4	1995	1816	1	2.48676
ENSMUST00000026831.13	1122	943	1	4.78892
ENSMUST00000183929.7	1110	931	1	4.85064
ENSMUST00000184865.1	385	206	1	21.9221
ENSMUST00000218887.1	288	109	1	41.4307
ENSMUST00000020382.7	684	505	1	8.94247
ENSMUST00000048050.8	837	658	2.0657	14.1772
ENSMUST00000217007.1	579	400	0	0
ENSMUST00000213807.1	190	20.9285	0.934298	201.603
ENSMUST00000235305.1	603	424	1	10.6508
ENSMUST00000069419.7	804	625	1	7.22552
ENSMUST00000238746.1	4164	3985	1	1.13324
ENSMUST00000109426.2	5103	4924	1.55135	1.42279
ENSMUST00000225884.1	3975	3796	1.85533	2.20721
ENSMUST00000223849.1	1929	1750	0.593318	1.53108
ENSMUST00000224866.1	33	3.16742	0	0
ENSMUST00000036493.7	3072	2893	1	1.56099
ENSMUST00000057178.10	1089	910	1	4.96258
ENSMUST00000092849.11	3039	2860	1	1.579
ENSMUST00000080461.11	2862	2683	1	1.68317
ENSMUST00000173347.7	3036	2857	1	1.58066
ENSMUST00000173727.7	3036	2857	1	1.58066
ENSMUST00000173009.7	1296	1117	1	4.04293
ENSMUST00000131537.8	1296	1117	1	4.04293
ENSMUST00000173722.7	3039	2860	1	1.579
ENSMUST00000172837.1	525	346	1	13.0519
ENSMUST00000021039.11	3051	2872	1	1.57241
ENSMUST00000237364.1	252	73.0112	1	61.8529
ENSMUST00000046038.8	1095	916	1	4.93008
ENSMUST00000236433.1	336	157	1	28.764
ENSMUST00000160024.7	279	100	1	45.1595
ENSMUST00000036618.13	7716	7537	1	0.599171
ENSMUST00000159249.1	591	412	1	10.961
ENSMUST00000114159.8	1761	1582	1	2.85458
ENSMUST00000028300.5	1761	1582	1	2.85458
ENSMUST00000140993.1	256	77.0053	1	58.6447
ENSMUST00000000186.8	756	577	1	7.8266
ENSMUST00000233668.1	1017	838	1	5.38896
ENSMUST00000086282.12	2559	2380	1	1.89746
ENSMUST00000146278.8	2409	2230	1	2.02509
ENSMUST00000142934.2	1704	1525	1	2.96128
ENSMUST00000082152.4	3867	3688	1	1.2245
ENSMUST00000133967.7	318	139	1	32.4888
ENSMUST00000094065.4	342	163	1	27.7052
ENSMUST00000121964.7	3900	3721	1	1.21364
ENSMUST00000150155.7	84	4.40283	0	0
ENSMUST00000069311.4	978	799	1	5.652
ENSMUST00000163092.7	1488	1309	1	3.44992
ENSMUST00000170536.1	1650	1471	1	3.06999
ENSMUST00000111118.7	1530	1351	1	3.34267
ENSMUST00000028597.3	1530	1351	1	3.34267
ENSMUST00000230314.1	474	295	1	15.3083
ENSMUST00000023211.15	1143	964	1.08194	5.06847
ENSMUST00000159429.1	252	73.0112	0.918056	56.7844
ENSMUST00000160560.1	474	295	1	15.3083
ENSMUST00000079158.12	4311	4132	1.48943	1.62782
ENSMUST00000232044.1	411	232	1	19.4653
ENSMUST00000077867.9	1537	1358	0.0211496	0.0703316
ENSMUST00000096199.4	627	448	1	10.0802
ENSMUST00000115547.8	4311	4132	1.48943	1.62782
ENSMUST00000043897.15	1863	1684	2	5.36336
ENSMUST00000176591.7	516	337	1	13.4004
ENSMUST00000176709.1	363	184	1	24.5432
ENSMUST00000020704.7	819	640	1	7.05617
ENSMUST00000053419.8	1095	916	1	4.93008
ENSMUST00000107101.1	1095	916	1	4.93008
ENSMUST00000189592.6	1143	964	1.16667	5.46536
ENSMUST00000179508.1	1143	964	1.16667	5.46536
ENSMUST00000166312.7	1434	1255	1	3.59837
ENSMUST00000132623.8	618	439	1.10347	11.3512
ENSMUST00000107821.8	1299	1120	1	4.0321
ENSMUST00000021226.13	1476	1297	1	3.48184
ENSMUST00000107820.1	1299	1120	1	4.0321
ENSMUST00000138369.1	219	41.1625	0.896534	98.359
ENSMUST00000107822.9	132	7.19434	0	0
ENSMUST00000056508.11	2376	2197	1.51357	3.11116
ENSMUST00000093490.8	2283	2104	0	0
ENSMUST00000110302.7	2520	2341	1	1.92907
ENSMUST00000004430.13	2601	2422	1	1.86455
ENSMUST00000110301.1	2457	2278	1.48643	2.94672
ENSMUST00000060673.7	1356	1177	1	3.83683
ENSMUST00000074230.11	1266	1087	1	4.15451
ENSMUST00000231766.1	1350	1171	1	3.85649
ENSMUST00000231682.1	441	262	1	17.2364
ENSMUST00000186047.6	1143	964	1.16667	5.46536
ENSMUST00000178531.1	1143	964	1.16667	5.46536
ENSMUST00000217946.1	1134	955	1	4.72874
ENSMUST00000167156.8	981	802	1	5.63086
ENSMUST00000218681.1	768	589	1	7.66715
ENSMUST00000219194.1	981	802	1	5.63086
ENSMUST00000218282.1	981	802	1	5.63086
ENSMUST00000040859.5	981	802	1	5.63086
ENSMUST00000112934.7	3378	3199	1	1.41168
ENSMUST00000112936.3	3564	3385	1	1.33411
ENSMUST00000125619.6	1437	1258	1	3.58978
ENSMUST00000100143.9	3564	3385	1	1.33411
ENSMUST00000025804.6	606	427	1	10.576
ENSMUST00000237438.1	549	370	1	12.2053
ENSMUST00000236149.1	570	391	1	11.5497
ENSMUST00000237201.1	764	585	1	7.71957
ENSMUST00000205228.2	966	787	0	0
ENSMUST00000204146.2	1539	1360	1.23492	4.10062
ENSMUST00000077705.5	1539	1360	1.23492	4.10062
ENSMUST00000168003.8	1539	1360	1.23492	4.10062
ENSMUST00000204109.1	1314	1135	1.29524	5.15351
ENSMUST00000044158.12	1455	1276	1	3.53915
ENSMUST00000077535.4	216	38.5618	1	117.11
ENSMUST00000025319.6	453	274	1	16.4816
ENSMUST00000172573.1	156	10.3458	0	0
ENSMUST00000007161.7	768	589	1	7.66715
ENSMUST00000187081.1	282	103	1	43.8442
ENSMUST00000115451.7	1272	1093	0	0
ENSMUST00000030763.12	1410	1231	2.11819	7.77061
ENSMUST00000115450.7	1272	1093	0	0
ENSMUST00000115452.7	1356	1177	2.23273	8.5666
ENSMUST00000131392.7	276	97.0001	0.649086	30.2189
ENSMUST00000167567.1	503	324	1	13.9381
ENSMUST00000162768.7	655	476	0	0
ENSMUST00000160439.7	774	595	1.5	11.3847
ENSMUST00000027394.11	774	595	1.5	11.3847
ENSMUST00000186227.1	768	589	1	7.66715
ENSMUST00000028599.7	2154	1975	1	2.28656
ENSMUST00000218304.1	405	226	1	19.9821
ENSMUST00000020270.5	2205	2026	1	2.229
ENSMUST00000111525.7	1683	1504	1.08514	3.25826
ENSMUST00000144916.7	341	162	1	27.8762
ENSMUST00000140274.1	297	118	0.829726	31.7542
ENSMUST00000028014.9	1683	1504	1.08514	3.25826
ENSMUST00000094715.7	891	712	1	6.34263
ENSMUST00000058866.7	759	580	1	7.78612
ENSMUST00000102795.3	957	778	1	5.80456
ENSMUST00000196239.1	180	16.6423	0	0
ENSMUST00000042101.4	498	319	2	28.3132
ENSMUST00000154042.1	106	5.35093	0	0
ENSMUST00000074653.5	1200	1021	1	4.42306
ENSMUST00000237203.1	1200	1021	1	4.42306
ENSMUST00000169712.2	1086	907	1	4.979
ENSMUST00000217608.1	560	381	1	11.8529
ENSMUST00000068875.4	1125	946	1	4.77373
ENSMUST00000041047.3	3078	2899	1	1.55776
ENSMUST00000190573.1	669	490	1	9.21622
ENSMUST00000192538.1	1224	1045	1	4.32148
ENSMUST00000047300.7	930	751	1	6.01325
ENSMUST00000007245.7	2676	2497	1	1.80855
ENSMUST00000172499.1	2613	2434	1	1.85536
ENSMUST00000105006.1	531	352	1	12.8294
ENSMUST00000166447.2	2562	2383	1	1.89507
ENSMUST00000233771.1	2562	2383	1	1.89507
ENSMUST00000043208.7	2328	2149	1	2.10142
ENSMUST00000175693.2	1557	1378	1	3.27718
ENSMUST00000025270.7	1560	1381	1	3.27006
ENSMUST00000234148.1	819	640	1	7.05617
ENSMUST00000234310.1	411	232	1	19.4653
ENSMUST00000234985.1	471	292	1	15.4656
ENSMUST00000234415.1	186	19.0638	1	236.886
ENSMUST00000067102.2	207	31.3862	1	143.883
ENSMUST00000024733.8	2943	2764	1	1.63385
ENSMUST00000081374.3	534	355	1	12.721
ENSMUST00000236636.1	279	100	1	45.1595
ENSMUST00000068767.9	2949	2770	1	1.63031
ENSMUST00000119386.7	2949	2770	1	1.63031
ENSMUST00000146907.2	2859	2680	1	1.68506
ENSMUST00000166131.1	2598	2419	1	1.86687
ENSMUST00000173665.7	183	17.7996	1	253.711
ENSMUST00000113706.9	1467	1288	1	3.50617
ENSMUST00000042717.12	1467	1288	1	3.50617
ENSMUST00000173369.1	1491	1312	1	3.44203
ENSMUST00000068006.8	2589	2410	1	1.87384
ENSMUST00000153491.7	474	295	1	15.3083
ENSMUST00000161620.7	1542	1363	1	3.31324
ENSMUST00000103203.7	1530	1351	1	3.34267
ENSMUST00000103202.9	1530	1351	1	3.34267
ENSMUST00000049262.13	1542	1363	1	3.31324
ENSMUST00000163034.7	519	340	1	13.2822
ENSMUST00000160276.1	876	697	1	6.47912
ENSMUST00000099113.9	888	709	1	6.36946
ENSMUST00000179001.7	1530	1351	1	3.34267
ENSMUST00000068625.4	765	586	1	7.7064
ENSMUST00000206955.1	516	337	1	13.4004
ENSMUST00000079639.2	663	484	1	9.33047
ENSMUST00000070028.2	897	718	1	6.28962
ENSMUST00000004955.13	1110	931	1	4.85064
ENSMUST00000168115.7	1110	931	1	4.85064
ENSMUST00000075641.9	879	700	1	6.45136
ENSMUST00000093201.12	795	616	1	7.33109
ENSMUST00000109354.9	774	595	1	7.58983
ENSMUST00000101375.4	858	679	1	6.65088
ENSMUST00000125307.1	666	487	1	9.273
ENSMUST00000164756.3	480	301	1	15.0032
ENSMUST00000042246.13	1881	1702	1.98368	5.26334
ENSMUST00000110480.7	1023	844	0.508159	2.71898
ENSMUST00000110477.1	1023	844	0.508159	2.71898
ENSMUST00000161515.7	1518	1339	1	3.37263
ENSMUST00000195567.1	450	271	1	16.664
ENSMUST00000003219.13	1518	1339	1	3.37263
ENSMUST00000041550.11	999	820	1	5.50725
ENSMUST00000165951.7	1146	967	1	4.67006
ENSMUST00000108584.1	1125	946	1	4.77373
ENSMUST00000186529.1	339	160	1	28.2247
ENSMUST00000078835.2	786	607	1	7.43978
ENSMUST00000191255.1	282	103	1	43.8442
ENSMUST00000179688.2	339	160	1	28.2247
ENSMUST00000174037.7	291	112	1	40.321
ENSMUST00000040151.8	441	262	1	17.2364
ENSMUST00000174117.1	291	112	1	40.321
ENSMUST00000177787.1	402	223	1	20.2509
ENSMUST00000178310.8	402	223	1.10913	22.4609
ENSMUST00000237859.1	192	21.9418	0.225918	46.4972
ENSMUST00000043074.13	402	223	1.10913	22.4609
ENSMUST00000236336.1	297	118	1.22842	47.0127
ENSMUST00000236217.1	402	223	1.10913	22.4609
ENSMUST00000237840.1	402	223	1.10913	22.4609
ENSMUST00000179142.1	402	223	1.10913	22.4609
ENSMUST00000086843.10	1011	832	1.15556	6.27215
ENSMUST00000027538.8	291	112	0.683525	27.5604
ENSMUST00000190484.6	654	475	1	9.50726
ENSMUST00000186068.1	268	89.0004	1	50.7407
ENSMUST00000188081.6	906	727	1	6.21176
ENSMUST00000188879.1	987	808	1.16092	6.48843
ENSMUST00000072204.4	786	607	1	7.43978
ENSMUST00000038693.7	663	484	1	9.33047
ENSMUST00000152743.7	642	463	1	9.75367
ENSMUST00000096447.8	642	463	1	9.75367
ENSMUST00000023836.3	645	466	1	9.69088
ENSMUST00000057561.8	3564	3385	1	1.33411
ENSMUST00000218879.1	1515	1336	1.12743	3.81093
ENSMUST00000164243.1	1515	1336	1.12743	3.81093
ENSMUST00000210865.1	159	10.9088	0	0
ENSMUST00000003971.9	624	445	1	10.1482
ENSMUST00000115588.7	1215	1036	1	4.35902
ENSMUST00000061568.8	1503	1324	1	3.41084
ENSMUST00000214954.1	423	244	1	18.508
ENSMUST00000044687.6	852	673	1	6.71018
ENSMUST00000000122.6	1284	1105	1	4.08683
ENSMUST00000188744.1	669	490	1	9.21622
ENSMUST00000027164.8	672	493	1	9.16014
ENSMUST00000097720.3	525	346	1	13.0519
ENSMUST00000221711.1	46	3.40257	0	0
ENSMUST00000221507.1	468	289	1.74173	27.2164
ENSMUST00000222474.1	85	4.43819	0	0
ENSMUST00000067284.9	2055	1876	1.46975	3.53802
ENSMUST00000221145.1	741	562	1	8.0355
ENSMUST00000222968.1	1539	1360	1.78852	5.93887
ENSMUST00000221042.1	726	547	1	8.25585
ENSMUST00000081399.3	786	607	1	7.43978
ENSMUST00000190283.6	1143	964	1	4.68459
ENSMUST00000188091.6	1143	964	1	4.68459
ENSMUST00000180310.1	1143	964	1	4.68459
ENSMUST00000133808.1	420	241	1	18.7384
ENSMUST00000163836.1	420	241	1	18.7384
ENSMUST00000177978.2	624	445	1	10.1482
ENSMUST00000237003.1	1575	1396	1.33845	4.32977
ENSMUST00000235238.1	532	353	0.323106	4.13352
ENSMUST00000165999.1	1575	1396	1.33845	4.32977
ENSMUST00000055071.8	273	94.0001	1	48.0419
ENSMUST00000079461.14	5679	5500	1	0.821082
ENSMUST00000176923.8	5625	5446	1	0.829223
ENSMUST00000235437.1	945	766	1	5.89549
ENSMUST00000176678.1	543	364	1	12.4065
ENSMUST00000211067.1	3585	3406	1	1.32588
ENSMUST00000003961.15	3585	3406	1	1.32588
ENSMUST00000210248.1	3105	2926	1	1.54339
ENSMUST00000025598.9	888	709	1	6.36946
ENSMUST00000138545.7	683	504	1	8.96022
ENSMUST00000154822.1	664	485	1	9.31124
ENSMUST00000110708.3	1515	1336	1.12743	3.81093
ENSMUST00000218889.1	270	91.0003	1	49.6257
ENSMUST00000187277.6	1143	964	1.16667	5.46536
ENSMUST00000169382.2	1143	964	1.16667	5.46536
ENSMUST00000124234.7	279	100	1.1429	51.6129
ENSMUST00000142211.7	210	33.6633	0.492541	66.0746
ENSMUST00000031556.13	828	649	2.36262	16.4398
ENSMUST00000122916.1	557	378	0.00194002	0.0231773
ENSMUST00000116615.4	852	673	1	6.71018
ENSMUST00000062525.10	1185	1006	1	4.48902
ENSMUST00000195136.1	453	274	1	16.4816
ENSMUST00000195705.1	135	7.48819	0	0
ENSMUST00000110704.8	894	715	1	6.31601
ENSMUST00000021635.8	972	793	1	5.69477
ENSMUST00000163756.1	1050	871	1	5.18479
ENSMUST00000110146.8	1050	871	1	5.18479
ENSMUST00000110143.7	1020	841	1	5.36974
ENSMUST00000110141.8	729	550	1	8.21082
ENSMUST00000110140.1	699	520	1	8.68452
ENSMUST00000233588.1	1497	1318	1	3.42637
ENSMUST00000113547.1	1497	1318	1	3.42637
ENSMUST00000180252.2	1686	1507	1	2.99665
ENSMUST00000002044.9	1881	1702	1	2.65332
ENSMUST00000028914.8	951	772	1	5.84967
ENSMUST00000110017.2	426	247	1	18.2832
ENSMUST00000120083.7	1983	1804	1	2.5033
ENSMUST00000121052.7	1983	1804	1	2.5033
ENSMUST00000106498.7	1983	1804	1	2.5033
ENSMUST00000106496.7	1884	1705	1	2.64865
ENSMUST00000106494.2	1917	1738	1	2.59836
ENSMUST00000033485.13	1875	1696	2	5.32541
ENSMUST00000129662.2	1671	1492	0	0
ENSMUST00000143922.1	1617	1438	1	3.14044
ENSMUST00000227556.1	2085	1906	3	7.108
ENSMUST00000090380.5	1950	1771	1	2.54994
ENSMUST00000159193.7	456	277	1	16.3031
ENSMUST00000020392.4	456	277	1	16.3031
ENSMUST00000115345.7	2013	1834	1	2.46235
ENSMUST00000081893.6	2121	1942	1	2.32541
ENSMUST00000039900.3	510	331	1	13.6434
ENSMUST00000133103.1	189	20.4424	1	220.911
ENSMUST00000067246.5	2286	2107	1	2.14331
ENSMUST00000225086.1	462	283	1	15.9574
ENSMUST00000225922.1	2115	1936	1	2.33262
ENSMUST00000046662.7	1614	1435	1	3.147
ENSMUST00000037488.7	5937	5758	1	0.784291
ENSMUST00000220912.1	5823	5644	1	0.800133
ENSMUST00000225388.1	4185	4006	1	1.1273
ENSMUST00000224694.1	435	256	1	17.6404
ENSMUST00000043605.5	4185	4006	1	1.1273
ENSMUST00000148720.7	411	232	1	19.4653
ENSMUST00000133371.7	2973	2794	1	1.6163
ENSMUST00000126979.1	120	6.21	0	0
ENSMUST00000020702.10	879	700	1	6.45136
ENSMUST00000135887.2	879	700	1	6.45136
ENSMUST00000159027.7	1578	1399	1	3.22798
ENSMUST00000161445.7	1575	1396	1	3.23492
ENSMUST00000022355.10	1548	1369	1	3.29872
ENSMUST00000161989.1	1494	1315	1	3.43418
ENSMUST00000030568.13	2256	2077	1	2.17427
ENSMUST00000170181.7	129	6.9214	0	0
ENSMUST00000169603.1	680	501	1	9.01387
ENSMUST00000103195.4	456	277	1	16.3031
ENSMUST00000164471.7	273	94.0001	1	48.0419
ENSMUST00000198485.4	273	94.0001	1	48.0419
ENSMUST00000178967.1	273	94.0001	1	48.0419
ENSMUST00000092163.8	447	268	1	16.8506
ENSMUST00000227096.1	1662	1483	1.28681	3.91852
ENSMUST00000226975.1	1395	1216	1.37329	5.1001
ENSMUST00000226588.1	843	664	1	6.80113
ENSMUST00000227794.1	1482	1303	1.3399	4.64383
ENSMUST00000090212.4	1173	994	0	0
ENSMUST00000086341.11	3288	3109	1	1.45254
ENSMUST00000015866.13	3336	3157	1	1.43046
ENSMUST00000139661.7	2184	2005	1	2.25234
ENSMUST00000108441.7	3258	3079	1	1.46669
ENSMUST00000133237.1	2970	2791	1	1.61804
ENSMUST00000165813.3	282	103	1	43.8442
ENSMUST00000033486.5	459	280	1	16.1284
ENSMUST00000029698.14	378	199	1	22.6932
ENSMUST00000119002.1	159	10.9088	0	0
ENSMUST00000086364.10	372	193	1	23.3987
ENSMUST00000086363.4	717	538	1	8.39396
ENSMUST00000095715.4	1077	898	1	5.0289
ENSMUST00000187549.6	750	571	1	7.90884
ENSMUST00000189644.6	282	103	1	43.8442
ENSMUST00000021523.6	930	751	1	6.01325
ENSMUST00000042334.15	654	475	1	9.50726
ENSMUST00000233427.1	651	472	1	9.56769
ENSMUST00000233937.1	573	394	1	11.4618
ENSMUST00000233895.1	357	178	1	25.3705
ENSMUST00000233014.1	165	12.1958	0	0
ENSMUST00000129935.7	177	15.5846	0	0
ENSMUST00000232867.1	494	315	1	14.3363
ENSMUST00000032648.4	645	466	1	9.69088
ENSMUST00000092162.6	447	268	1	16.8506
ENSMUST00000232072.1	603	424	1	10.6508
ENSMUST00000076260.11	603	424	1	10.6508
ENSMUST00000173729.7	603	424	1	10.6508
ENSMUST00000173688.1	255	76.0064	0.756385	44.9409
ENSMUST00000172834.1	567	388	1.24362	14.4745
ENSMUST00000022767.15	1743	1564	1	2.88744
ENSMUST00000174351.7	1008	829	1	5.44747
ENSMUST00000174360.1	315	136	1	33.2055
ENSMUST00000173656.1	222	43.8484	1	102.99
ENSMUST00000147768.7	738	559	1	8.07862
ENSMUST00000122962.2	111	5.62895	0	0
ENSMUST00000173896.7	462	283	1	15.9574
ENSMUST00000173138.1	462	283	1	15.9574
ENSMUST00000174853.1	737	558	1	8.0931
ENSMUST00000145875.1	114	5.81021	0	0
ENSMUST00000033394.7	618	439	1	10.2869
ENSMUST00000102715.3	1671	1492	1	3.02678
ENSMUST00000107554.1	2187	2008	1	2.24898
ENSMUST00000008748.7	1791	1612	1	2.80146
ENSMUST00000192962.1	138	7.80511	0	0
ENSMUST00000057486.8	687	508	2	17.7793
ENSMUST00000228601.1	82	4.33389	0	0
ENSMUST00000136451.7	1260	1081	1.64869	6.8875
ENSMUST00000001155.10	1815	1636	1.35131	3.73011
ENSMUST00000122312.7	561	382	1	11.8219
ENSMUST00000120356.7	561	382	1	11.8219
